0.01	0.00035962	-0.00074328	0.00993135	86	0.01
0.02	-0.000307555	-0.0012512	0.0198616	135	0.01
0.03	-0.00119619	-0.00209696	0.0297513	129	0.01
0.04	-0.00117864	-0.00179029	0.039712	237	0.01
0.05	-0.000952669	-0.00233018	0.0496601	196	0.01
0.06	-0.00159151	-0.00288152	0.0595895	119	0.01
0.07	-0.00124633	-0.00332698	0.0695386	166	0.01
0.08	-0.00128397	-0.0046029	0.0794216	152	0.01
0.09	-0.000828723	-0.00763474	0.0889032	51	0.01
0.1	-0.0010788	-0.0108998	0.0983147	49	0.01
0.11	-0.00193746	-0.0151023	0.107309	95	0.01
0.12	-0.00235807	-0.0192499	0.11636	151	0.01
0.13	-0.00359228	-0.0236716	0.125204	71	0.01
0.14	-0.00526246	-0.0275001	0.134251	183	0.01
0.15	-0.00746913	-0.0297602	0.143702	103	0.01
0.16	-0.00882743	-0.0311985	0.153468	109	0.01
0.17	-0.00917209	-0.0314134	0.163425	140	0.01
0.18	-0.00986361	-0.0309701	0.173355	479	0.01
0.19	-0.0111423	-0.0306386	0.183231	78	0.01
0.2	-0.0114995	-0.0310332	0.193181	68	0.01
0.21	-0.0130639	-0.0311349	0.203021	133	0.01
0.22	-0.0134461	-0.0311872	0.212978	155	0.01
0.23	-0.0136041	-0.0309788	0.222938	187	0.01
0.24	-0.0144717	-0.0301246	0.232827	317	0.01
0.25	-0.0154769	-0.0285624	0.242616	96	0.01
0.26	-0.0158001	-0.0280875	0.252563	100	0.01
0.27	-0.0152884	-0.0272622	0.262479	38	0.01
0.28	-0.0151277	-0.0256734	0.272314	101	0.01
0.29	-0.0137666	-0.0250519	0.282164	96	0.01
0.3	-0.0120789	-0.0256134	0.291967	171	0.01
0.31	-0.0101397	-0.0263355	0.301713	120	0.01
0.32	-0.00880199	-0.0281143	0.311424	140	0.01
0.33	-0.00689827	-0.0290672	0.321157	405	0.01
0.34	-0.00582902	-0.0302857	0.330987	44	0.01
