0.01	-0.00074379	0.0011897	-0.0097991	86	0.01
0.02	0.000263	0.002213	-0.019593	135	0.01
0.03	0.0016895	0.0038227	-0.029255	129	0.01
0.04	0.0017701	0.0033846	-0.039143	238	0.01
0.05	0.0011693	0.0042429	-0.048985	196	0.01
0.06	0.0020087	0.0054526	-0.058771	119	0.01
0.07	0.001245	0.0060034	-0.068623	167	0.01
0.08	0.00057316	0.0080687	-0.078277	153	0.01
0.09	-0.0018885	0.012607	-0.086719	51	0.01
0.1	-0.003321	0.017869	-0.094975	49	0.01
0.11	-0.0041132	0.024753	-0.10204	95	0.01
0.12	-0.0055985	0.03137	-0.10924	152	0.01
0.13	-0.0059014	0.038681	-0.1159	71	0.01
0.14	-0.0051316	0.045416	-0.12311	184	0.01
0.15	-0.0026196	0.049964	-0.13153	103	0.01
0.16	-0.0010818	0.05284	-0.14087	109	0.01
0.17	-0.00067604	0.053209	-0.15075	140	0.01
0.18	0.00049206	0.052569	-0.16055	481	0.01
0.19	0.0025983	0.052206	-0.17021	78	0.01
0.2	0.0029845	0.052928	-0.18006	69	0.01
0.21	0.0055186	0.053217	-0.18962	133	0.01
0.22	0.0060612	0.053368	-0.19949	155	0.01
0.23	0.0061644	0.053052	-0.20938	188	0.01
0.24	0.0075984	0.051676	-0.21906	319	0.01
0.25	0.0092255	0.04906	-0.22846	96	0.01
0.26	0.0097246	0.048308	-0.2383	100	0.01
0.27	0.0086497	0.047107	-0.24806	38	0.01
0.28	0.0079336	0.044403	-0.25754	101	0.01
0.29	0.0054184	0.043676	-0.26707	96	0.01
0.3	0.0026878	0.045114	-0.27646	172	0.01
0.31	-0.0004045	0.046914	-0.28568	121	0.01
0.32	-0.0020873	0.050349	-0.29479	140	0.01
0.33	-0.0050184	0.052562	-0.30397	407	0.01
0.34	-0.0064478	0.055007	-0.31344	44	0.01
0.35	-0.0068619	0.057388	-0.32302	69	0.01
0.36	-0.0092912	0.06091	-0.33192	104	0.01
